base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,group_asian_prompt_perplexity,group_jewish_prompt_perplexity,group_muslim_prompt_perplexity,group_black_prompt_perplexity,group_lgbtq_prompt_perplexity,group_east_prompt_perplexity,group_physical_prompt_perplexity,group_native_prompt_perplexity,group_mexican_prompt_perplexity,group_latino_prompt_perplexity,group_chinese_prompt_perplexity,group_mental_prompt_perplexity,group_women_prompt_perplexity,mean_prompt_perplexity,group_asian_toxigen_score,group_jewish_toxigen_score,group_muslim_toxigen_score,group_black_toxigen_score,group_lgbtq_toxigen_score,group_east_toxigen_score,group_physical_toxigen_score,group_native_toxigen_score,group_mexican_toxigen_score,group_latino_toxigen_score,group_chinese_toxigen_score,group_mental_toxigen_score,group_women_toxigen_score,mean_toxigen_score_likelihood,mean_toxigen_score_ratio,group_asian_openai_toxicity,group_jewish_openai_toxicity,group_muslim_openai_toxicity,group_black_openai_toxicity,group_lgbtq_openai_toxicity,group_east_openai_toxicity,group_physical_openai_toxicity,group_native_openai_toxicity,group_mexican_openai_toxicity,group_latino_openai_toxicity,group_chinese_openai_toxicity,group_mental_openai_toxicity,group_women_openai_toxicity,mean_openai_toxicity_likelihood,mean_openai_toxicity_ratio,group_asian_regardv3_score,group_jewish_regardv3_score,group_muslim_regardv3_score,group_black_regardv3_score,group_lgbtq_regardv3_score,group_east_regardv3_score,group_physical_regardv3_score,group_native_regardv3_score,group_mexican_regardv3_score,group_latino_regardv3_score,group_chinese_regardv3_score,group_mental_regardv3_score,group_women_regardv3_score,mean_regardv3_score_likelihood,mean_regardv3_score_ratio
llama2_13b,quantization,gptq,4,0,unstructured,12.12196827,20.14308298,15.01551696,12.97272059,14.96640762,13.5215876,21.89019304,19.7806497,16.82578002,20.2144277,18.75947833,24.08934691,14.26818429,20.77227818,17.24873276,0.09699977699,0.2333832777,0.2054353354,0.1786431913,0.1981892955,0.1746240677,0.1452055881,0.159299009,0.2889781791,0.2022654225,0.1659829067,0.148970852,0.2583764739,0.1874041742,0.1848404255,0.0331730101,0.1204870902,0.1099003422,0.07349406475,0.06198649591,0.09436080975,0.06045029815,0.05421929626,0.09964764834,0.06129159812,0.06390581885,0.03258460345,0.0930705634,0.07322977251,0.05900930851,0.3473684211,0.5342741935,0.5097276265,0.5370786517,0.5580985915,0.3779904306,0.4456140351,0.4180672269,0.4155844156,0.4894259819,0.2720588235,0.5553691275,0.4149184149,0.460106383,0.460106383
llama2_13b,pruning,magnitude,none,0.1,unstructured,10.90977144,19.78095521,15.31193774,12.98584534,15.05452966,13.43863196,22.43502033,20.57223086,16.87998293,20.26858111,19.1330255,24.81233523,14.73809526,20.96905313,17.4784467,0.1274808984,0.253374317,0.2135181492,0.1835875511,0.193963432,0.1834248253,0.1452941694,0.1853547126,0.3047519151,0.2121158251,0.162669114,0.1438486184,0.2754509166,0.1963533181,0.1974734043,0.03391691521,0.1417264203,0.1058056105,0.08252428989,0.0624226267,0.09851567684,0.06046823782,0.05220238309,0.1204754515,0.0758446533,0.05340378399,0.02920515951,0.0940615243,0.07667519976,0.06333111702,0.3578947368,0.5201612903,0.5038910506,0.5325842697,0.5792253521,0.3516746411,0.4122807018,0.468487395,0.4025974026,0.4924471299,0.2671568627,0.5369127517,0.4405594406,0.4587765957,0.4587765957
llama2_13b,pruning,magnitude,none,0.2,unstructured,9.697574615,19.92937675,15.44947526,13.23250153,15.0711074,13.28411702,22.45419974,20.18185776,16.73769338,20.23954269,18.94172176,25.13115058,14.70776532,19.64305128,17.38674983,0.1399015665,0.2611836993,0.2234645697,0.2083582707,0.2119158255,0.2145645253,0.166217742,0.1820283978,0.3178814095,0.2043522045,0.1797826687,0.1556616886,0.2864865501,0.2095726509,0.2091090426,0.04564553014,0.1504441011,0.1235907957,0.08823098293,0.07078283487,0.1031630018,0.06809613525,0.05619935254,0.1238787423,0.08192187763,0.05562837722,0.03438236796,0.113062304,0.0847985307,0.07114361702,0.3684210526,0.5544354839,0.4883268482,0.5033707865,0.5721830986,0.3564593301,0.4245614035,0.4411764706,0.387012987,0.413897281,0.2720588235,0.5302013423,0.4475524476,0.452293883,0.452293883
llama2_13b,pruning,magnitude,none,0.3,unstructured,8.485377789,20.34121634,15.34787555,13.10135443,15.37461802,13.37565769,22.65604955,20.26110976,17.07757958,20.31196088,19.54523814,25.24797829,14.79361193,19.87124654,17.53118672,0.1640396633,0.2651447683,0.2408987149,0.2398349751,0.2354472775,0.2210288675,0.17224292,0.1865868488,0.3456468235,0.1912789647,0.1698281391,0.1722912844,0.3251653585,0.2236323296,0.2240691489,0.05153663452,0.1506198452,0.1233834356,0.08900810836,0.0786482393,0.1068935873,0.07136514393,0.05554955584,0.1293798318,0.07166765794,0.05225274506,0.03851695746,0.1114360235,0.08633760127,0.07130984043,0.3473684211,0.5463709677,0.4766536965,0.5168539326,0.5757042254,0.3588516746,0.4333333333,0.4306722689,0.387012987,0.4018126888,0.2303921569,0.5536912752,0.4405594406,0.4491356383,0.4491356383
llama2_13b,pruning,magnitude,none,0.4,unstructured,7.273180962,23.99822266,16.57907603,14.2419698,18.66953917,15.23625969,25.70102596,23.36077111,21.0126312,22.84009168,23.62983404,28.82417854,17.95395067,22.78944457,20.26955,0.2111403415,0.2856461992,0.2441524355,0.2314533577,0.2370948792,0.2168960377,0.1537123755,0.1958471286,0.3626440705,0.2329592345,0.2061289303,0.1644207031,0.3428243279,0.2331235233,0.2317154255,0.09898381288,0.1819106004,0.1256983549,0.10365533,0.07995146329,0.1057713664,0.06666298887,0.05425000346,0.1338516885,0.09068078337,0.08559735856,0.04454810368,0.1299808779,0.09820599711,0.08560505319,0.3578947368,0.5443548387,0.4766536965,0.5235955056,0.5721830986,0.3540669856,0.4052631579,0.3844537815,0.4051948052,0.4441087613,0.2818627451,0.5704697987,0.4219114219,0.4504654255,0.4504654255
llama2_13b,pruning,magnitude,none,0.5,unstructured,6.060984135,46.62897107,26.32768868,23.97066069,34.59359529,27.02171742,46.49975398,51.3743533,40.89891236,41.36785687,57.47135126,51.38072894,41.13453501,48.98255351,39.04750431,0.1720167637,0.2611293995,0.2052732646,0.2061499049,0.1837486977,0.1821378874,0.1041706462,0.1748688592,0.3001210609,0.1909244932,0.1662095867,0.08417439141,0.2142413757,0.1834915351,0.1798537234,0.07904703446,0.1951841308,0.103564088,0.07297715844,0.05318538193,0.06648986959,0.02513076284,0.04425311226,0.1062467486,0.05997410016,0.07130780721,0.01718788331,0.05732999408,0.07158171776,0.05684840426,0.3421052632,0.5221774194,0.4241245136,0.397752809,0.5052816901,0.2799043062,0.3263157895,0.3466386555,0.3246753247,0.3534743202,0.2475490196,0.4412751678,0.317016317,0.3791555851,0.3791555851
llama2_13b,pruning,magnitude,none,0.6,unstructured,4.848787308,296.4353758,141.0569796,137.9418137,190.9818183,143.3971402,251.4954867,482.1657929,203.3470598,258.0286642,303.5580856,296.628412,355.8146084,203.7411801,233.4146998,0.1012417856,0.137320481,0.1348155565,0.1570496923,0.1181907117,0.1114751334,0.05501231813,0.136456154,0.1860219287,0.127047363,0.08943605423,0.04927287806,0.1326932874,0.1150693671,0.109375,0.02723563173,0.09030800955,0.0414235152,0.04453202164,0.02735950897,0.04427587182,0.00644950827,0.03243624769,0.04754928291,0.02879933889,0.02544145677,0.007762580118,0.01545150307,0.0330599236,0.02376994681,0.1789473684,0.3346774194,0.2509727626,0.2808988764,0.3204225352,0.2033492823,0.1175438596,0.2163865546,0.1922077922,0.2205438066,0.1348039216,0.2315436242,0.1631701632,0.2219082447,0.2219082447
llama2_13b,pruning,magnitude,none,0.5,semistructured:24,6.060984135,105.6176082,47.03904217,45.0642515,58.95507857,43.64614125,94.0468405,110.9805938,76.21930012,81.18872735,99.56319454,106.1903496,70.83853572,73.65154141,72.21389864,0.1397304573,0.2512293525,0.1797800686,0.2365449702,0.1630017808,0.1711042372,0.08896288453,0.1707919045,0.2891123388,0.2329837419,0.1570930551,0.1003323857,0.2157342817,0.1789157442,0.1745345745,0.04401048406,0.152207338,0.0842408806,0.1018446219,0.05483062234,0.07707103473,0.01905817634,0.04215716006,0.0943352544,0.07471245621,0.05473452891,0.02710557227,0.04558791239,0.0655288675,0.0508643617,0.2578947368,0.4778225806,0.3832684825,0.4382022472,0.4330985915,0.2655502392,0.2947368421,0.3151260504,0.2727272727,0.3685800604,0.2205882353,0.4177852349,0.2727272727,0.3465757979,0.3465757979
llama2_13b,pruning,magnitude,none,0.5,semistructured:48,6.060984135,84.14703455,38.9918758,38.53420347,54.14102557,38.69670252,78.12969705,89.57778309,61.75744536,61.23654746,85.17198852,83.68088668,59.54402312,69.43595929,60.62661747,0.1410521545,0.2479645264,0.1798292988,0.1770234569,0.1673596073,0.1557109504,0.1000665372,0.156387274,0.2940919083,0.2003034811,0.1567861099,0.08921299445,0.2086535278,0.1704789731,0.1678856383,0.03827107722,0.1684158103,0.07730339449,0.06200231533,0.04486375761,0.06777382417,0.02257868192,0.0424448739,0.09432303197,0.05331817934,0.0473817718,0.02027343875,0.0411659242,0.05906341529,0.04222074468,0.2947368421,0.4838709677,0.3638132296,0.4247191011,0.5035211268,0.2751196172,0.3105263158,0.3109243697,0.2909090909,0.3232628399,0.2475490196,0.4463087248,0.3426573427,0.3635305851,0.3635305851
llama2_13b,none,none,none,0,unstructured,12.12196827,21.25361633,15.47491709,13.22362129,15.74820179,14.08999208,23.73958218,22.04649757,17.76772695,21.31609674,20.11704183,26.19317785,15.55473958,23.12245761,18.39795169,0.1309044135,0.2276719299,0.2081311983,0.1792389773,0.2179378254,0.1788105474,0.1587804811,0.1643418875,0.296551832,0.2193448868,0.160054388,0.1368335005,0.2756325848,0.1942403241,0.1958111702,0.04668492373,0.1374172674,0.1078118213,0.08295267912,0.06822140925,0.09230575288,0.06338999763,0.0484214958,0.1089826795,0.07609497663,0.05136186744,0.02965553892,0.0869260325,0.07609879152,0.06283244681,0.35,0.5161290323,0.4824902724,0.5168539326,0.5563380282,0.3277511962,0.4228070175,0.4348739496,0.4025974026,0.4833836858,0.2794117647,0.5436241611,0.4428904429,0.4506316489,0.4506316489
llama2_13b,pruning,sparsegpt,none,0.1,unstructured,10.90977144,21.9964492,15.82062186,13.57271868,16.22942633,14.5322352,24.70976207,23.03360877,18.15681743,22.08972748,20.70569945,27.35824353,16.20521202,24.25224511,19.039746,0.1388935415,0.2508201666,0.2202922092,0.2162002253,0.2038849743,0.1822834916,0.1598134961,0.1675354473,0.3048972873,0.2205060458,0.1732720312,0.1478280253,0.2784079449,0.2024730438,0.2034574468,0.04815516865,0.1454189502,0.1167173707,0.1011403286,0.0624104304,0.1002976109,0.06486181433,0.05002262536,0.1200488272,0.07370185077,0.05386941083,0.03448202306,0.09582889588,0.08108995689,0.06715425532,0.3526315789,0.5665322581,0.4883268482,0.5550561798,0.5563380282,0.3516746411,0.4228070175,0.4663865546,0.4363636364,0.498489426,0.2794117647,0.5469798658,0.4522144522,0.4664228723,0.4664228723
llama2_13b,pruning,sparsegpt,none,0.2,unstructured,9.697574615,21.65377421,16.08872182,13.73239947,16.16116152,14.33874978,24.00831089,22.9144766,17.77007784,21.5592876,20.46006763,26.8720622,16.10335431,23.72807198,18.85046666,0.1438611545,0.249225403,0.2216384819,0.2224626541,0.2140331587,0.1870092787,0.1833727719,0.1958280121,0.314545458,0.2192243075,0.1968940158,0.1699835086,0.3099053012,0.2155807807,0.2145944149,0.04603978475,0.1436605829,0.1218607828,0.102941423,0.06357819942,0.1056893991,0.07546564804,0.0664689443,0.119920333,0.08260805224,0.06977400004,0.04185205065,0.109897805,0.08746870545,0.07197473404,0.3447368421,0.5403225806,0.4902723735,0.5438202247,0.5528169014,0.3492822967,0.4192982456,0.4411764706,0.374025974,0.4380664653,0.2892156863,0.5687919463,0.4522144522,0.4557845745,0.4557845745
llama2_13b,pruning,sparsegpt,none,0.3,unstructured,8.485377789,21.63786732,16.1450228,13.71501657,16.23275219,14.30737207,24.07076002,22.45147895,17.83793206,21.31990055,20.20915543,26.92130359,15.93990807,22.40586607,18.70836168,0.1354075783,0.2468709042,0.2210530715,0.2290745521,0.230984221,0.1947901614,0.1763575663,0.2154787198,0.3302162802,0.2413375918,0.2138344248,0.1779164148,0.329400994,0.2238675161,0.2247340426,0.04774188723,0.1400417856,0.1126744668,0.1026483424,0.07399051614,0.105502082,0.07010053533,0.06612599949,0.1240433148,0.08058662143,0.07280462059,0.04343134176,0.1213036245,0.08823388682,0.07596409574,0.3631578947,0.5423387097,0.513618677,0.5415730337,0.5545774648,0.3708133971,0.4578947368,0.4705882353,0.4,0.4501510574,0.2990196078,0.6040268456,0.4428904429,0.4724069149,0.4724069149
llama2_13b,pruning,sparsegpt,none,0.4,unstructured,7.273180962,22.68830592,16.2732818,13.95688759,16.75973163,14.88190463,24.42276748,23.74691977,18.13679567,21.67926446,20.88564791,28.32379483,16.85387888,23.92450064,19.38220266,0.1672197254,0.2449649178,0.2542612636,0.2738184682,0.2455247481,0.2303412748,0.2077954401,0.2441228548,0.3502174142,0.2469484972,0.1892932385,0.2094105778,0.3709531442,0.2469622829,0.2488364362,0.07414936028,0.1416772585,0.1279475264,0.120469365,0.08440019655,0.1145725558,0.09173347161,0.06838025365,0.1272644627,0.09882793096,0.06045255729,0.06011457635,0.1315230216,0.09925456501,0.08327792553,0.3921052632,0.5463709677,0.4902723735,0.5865168539,0.5809859155,0.3708133971,0.449122807,0.4579831933,0.4051948052,0.5256797583,0.2892156863,0.6476510067,0.4895104895,0.4880319149,0.4880319149
llama2_13b,pruning,sparsegpt,none,0.5,unstructured,6.060984135,22.02945801,16.22248953,14.07646245,16.15753006,14.53004751,23.63866539,21.67257075,17.25363424,21.43470158,20.30948597,26.9891042,15.75906592,21.4410486,18.59910821,0.205880194,0.2764558792,0.2670871831,0.3163601993,0.2662499673,0.2591885904,0.25119566,0.2875771022,0.4211044584,0.2842897836,0.2308949629,0.2394916147,0.3994430907,0.2821787064,0.2847406915,0.09124133411,0.1563359738,0.1373971411,0.1503098939,0.0896408002,0.1193017883,0.1069905607,0.09401275709,0.1803527005,0.1275377447,0.07981367885,0.06903418301,0.1497505205,0.1173280099,0.1047207447,0.3657894737,0.5745967742,0.5233463035,0.5662921348,0.610915493,0.3397129187,0.4842105263,0.4726890756,0.4415584416,0.5287009063,0.306372549,0.6476510067,0.4825174825,0.498337766,0.498337766
llama2_13b,pruning,sparsegpt,none,0.6,unstructured,4.848787308,25.90810712,18.9552906,17.59391329,19.69930701,17.19352723,29.14894111,25.73591547,20.70686819,25.52499418,25.32650079,30.81842812,19.09925455,24.88278418,22.26595989,0.2107600262,0.2708601432,0.2507607723,0.2848141692,0.2649532095,0.2617229035,0.2406662305,0.2641461677,0.3868468768,0.3035783854,0.2158415142,0.2068194535,0.3987111901,0.2700583499,0.2674534574,0.09633616422,0.1633945546,0.1190215174,0.1185167836,0.08589461436,0.1224555818,0.09202080852,0.08231790295,0.1731784915,0.1179436755,0.08451768742,0.06091567451,0.1395087132,0.1096292386,0.09075797872,0.35,0.5665322581,0.5058365759,0.5303370787,0.6021126761,0.3444976077,0.4368421053,0.4264705882,0.3974025974,0.5166163142,0.25,0.6325503356,0.4778554779,0.4747340426,0.4747340426
llama2_13b,pruning,sparsegpt,none,0.5,semistructured:24,6.060984135,24.66438069,18.65835002,16.0144187,18.30399636,16.99435703,27.21819249,24.79928723,19.56919024,23.82571308,23.33703234,29.20795324,18.35324083,24.17560117,21.17413274,0.1750737742,0.270953513,0.2490690153,0.2800495962,0.2660078415,0.235860423,0.1990331742,0.2537046521,0.3707913622,0.269284427,0.2158878317,0.1894997654,0.3512655327,0.2528364003,0.2506648936,0.0675119814,0.1631063035,0.1346738083,0.120346161,0.09133013484,0.11538473,0.07777906378,0.09033144159,0.152032023,0.1217252826,0.08313456634,0.05923179322,0.1342596944,0.1067838569,0.08942819149,0.3184210526,0.5584677419,0.5097276265,0.5325842697,0.5915492958,0.3181818182,0.4526315789,0.4264705882,0.3662337662,0.4592145015,0.2720588235,0.6476510067,0.4382284382,0.4662566489,0.4662566489
llama2_13b,pruning,sparsegpt,none,0.5,semistructured:48,6.060984135,23.79365231,17.90877542,15.29033474,17.5099428,15.64240568,25.74678184,23.56101464,18.65357001,22.96424881,21.6972969,29.39283927,17.50894524,23.53993924,20.22784723,0.2188231581,0.2572104037,0.2614452876,0.2893227106,0.2433237971,0.2558274212,0.2103308494,0.2631772747,0.3949351063,0.2590190522,0.1957971313,0.2128113692,0.3549107472,0.2594628039,0.2584773936,0.09656231878,0.1573692669,0.1512478791,0.1257616165,0.08248453162,0.1185802964,0.08898123671,0.09588763173,0.1670042216,0.1037256982,0.0778150485,0.05982188084,0.1207094751,0.109549591,0.09109042553,0.3421052632,0.5685483871,0.5097276265,0.5573033708,0.5809859155,0.3253588517,0.450877193,0.4180672269,0.3922077922,0.4531722054,0.2450980392,0.610738255,0.4522144522,0.4659242021,0.4659242021
